train,val,test
240124.183334.GM25256_Mesoderm_6h.054.Group1.A1.S054,,230425.153409.H9_untreated.031.Group1.A1.S031
240124.183430.GM25256_Mesoderm_6h.055.Group1.A1.S055,,230425.155604.H9_untreated.041.Group1.A1.S041
240124.183549.GM25256_Mesoderm_6h.056.Group1.A1.S056,,230425.162357.H9_untreated.052.Group1.A1.S052
240124.183722.GM25256_Mesoderm_6h.057.Group1.A1.S057,,230425.164353.H9_untreated.063.Group1.A1.S063
240124.183844.GM25256_Mesoderm_6h.058.Group1.A1.S058,,230426.143944.GM25256_untreated.010.Group1.A1.S010
240124.184327.GM25256_Mesoderm_6h.061.Group1.A1.S061,,230426.150725.GM25256_untreated.025.Group1.A1.S025
240124.184505.GM25256_Mesoderm_6h.062.Group1.A1.S062,,230426.152310.GM25256_untreated.037.Group1.A1.S037
240124.184644.GM25256_Mesoderm_6h.063.Group1.A1.S063,,230426.154125.GM25256_untreated.047.Group1.A1.S047
240124.184810.GM25256_Mesoderm_6h.064.Group1.A1.S064,,230426.155835.GM25256_untreated.058.Group1.A1.S058
231211.083649.GM25256_Mesoderm_12h.001.Group1.A1.S001,,230427.150556.Jax_untreated.017.Group1.A1.S017
231211.083810.GM25256_Mesoderm_12h.002.Group1.A1.S002,,230427.153638.Jax_untreated.035.Group1.A1.S035
231211.083955.GM25256_Mesoderm_12h.003.Group1.A1.S003,,230427.162006.Jax_untreated.060.Group1.A1.S060
231211.084237.GM25256_Mesoderm_12h.005.Group1.A1.S005,,230713.144629.Untreated.009.Group1.A1.S009
231211.084357.GM25256_Mesoderm_12h.006.Group1.A1.S006,,230713.152014.Untreated.025.Group1.A1.S025
231211.084552.GM25256_Mesoderm_12h.007.Group1.A1.S007,,230713.154516.Untreated.036.Group1.A1.S036
231211.084711.GM25256_Mesoderm_12h.008.Group1.A1.S008,,230713.161244.Untreated.047.Group1.A1.S047
231211.085143.GM25256_Mesoderm_12h.011.Group1.A1.S011,,230713.163356.Untreated.060.Group1.A1.S060
231211.085238.GM25256_Mesoderm_12h.012.Group1.A1.S012,,230714.144225.untreated.014.Group1.A1.S014
231211.085358.GM25256_Mesoderm_12h.013.Group1.A1.S013,,230714.150438.untreated.025.Group1.A1.S025
231211.085532.GM25256_Mesoderm_12h.014.Group1.A1.S014,,230714.152445.untreated.035.Group1.A1.S035
231211.085756.GM25256_Mesoderm_12h.015.Group1.A1.S015,,230714.154711.untreated.046.Group1.A1.S046
231211.085934.GM25256_Mesoderm_12h.016.Group1.A1.S016,,230714.160927.untreated.057.Group1.A1.S057
231211.090126.GM25256_Mesoderm_12h.018.Group1.A1.S018,,230719.185357.Untreated.009.Group1.A1.S009
231211.090321.GM25256_Mesoderm_12h.019.Group1.A1.S019,,230719.190741.Untreated.019.Group1.A1.S019
231211.090908.GM25256_Mesoderm_12h.022.Group1.A1.S022,,230719.192839.Untreated.029.Group1.A1.S029
231211.091235.GM25256_Mesoderm_12h.024.Group1.A1.S024,,230719.194448.Untreated.039.Group1.A1.S039
231211.091531.GM25256_Mesoderm_12h.026.Group1.A1.S026,,230719.202338.Untreated.050.Group1.A1.S050
231211.091709.GM25256_Mesoderm_12h.027.Group1.A1.S027,,230719.210125.Untreated.060.Group1.A1.S060
231211.091857.GM25256_Mesoderm_12h.028.Group1.A1.S028,,230921.144000.GM25256_untreated.009.Group1.A1.S009
231211.092022.GM25256_Mesoderm_12h.029.Group1.A1.S029,,230921.145659.GM25256_untreated.019.Group1.A1.S019
231211.092210.GM25256_Mesoderm_12h.030.Group1.A1.S030,,230921.154556.GM25256_untreated.029.Group1.A1.S029
231211.092301.GM25256_Mesoderm_12h.031.Group1.A1.S031,,230921.160343.GM25256_untreated.039.Group1.A1.S039
231211.092628.GM25256_Mesoderm_12h.034.Group1.A1.S034,,230921.163038.GM25256_untreated.049.Group1.A1.S049
231211.092843.GM25256_Mesoderm_12h.035.Group1.A1.S035,,230921.164938.GM25256_untreated.059.Group1.A1.S059
231211.093027.GM25256_Mesoderm_12h.036.Group1.A1.S036,,230922.144741.JAX_untreated.010.Group1.A1.S010
231211.093220.GM25256_Mesoderm_12h.037.Group1.A1.S037,,230922.151552.JAX_untreated.020.Group1.A1.S020
231211.093437.GM25256_Mesoderm_12h.038.Group1.A1.S038,,230922.154336.JAX_untreated.030.Group1.A1.S030
231211.093556.GM25256_Mesoderm_12h.039.Group1.A1.S039,,230922.160730.JAX_untreated.040.Group1.A1.S040
231211.093747.GM25256_Mesoderm_12h.040.Group1.A1.S040,,230922.164037.JAX_untreated.052.Group1.A1.S052
231211.093858.GM25256_Mesoderm_12h.041.Group1.A1.S041,,230922.170805.JAX_untreated.062.Group1.A1.S062
231211.094426.GM25256_Mesoderm_12h.045.Group1.A1.S045,,231001.183800.H9_untreated.009.Group1.A1.S009
231211.094540.GM25256_Mesoderm_12h.046.Group1.A1.S046,,231001.190645.H9_untreated.019.Group1.A1.S019
231211.094710.GM25256_Mesoderm_12h.047.Group1.A1.S047,,231001.193734.H9_untreated.029.Group1.A1.S029
231211.094803.GM25256_Mesoderm_12h.048.Group1.A1.S048,,231001.195821.H9_untreated.039.Group1.A1.S039
231211.095015.GM25256_Mesoderm_12h.049.Group1.A1.S049,,231001.202439.H9_untreated.050.Group1.A1.S050
231211.095204.GM25256_Mesoderm_12h.050.Group1.A1.S050,,231001.204746.H9_untreated.061.Group1.A1.S061
231211.095414.GM25256_Mesoderm_12h.051.Group1.A1.S051,,231003.163505.JAX_untreated.009.Group1.A1.S009
231211.095523.GM25256_Mesoderm_12h.052.Group1.A1.S052,,231003.165723.JAX_untreated.020.Group1.A1.S020
231211.095936.GM25256_Mesoderm_12h.055.Group1.A1.S055,,231003.172937.JAX_untreated.030.Group1.A1.S030
231211.100158.GM25256_Mesoderm_12h.056.Group1.A1.S056,,231003.175541.JAX_untreated.041.Group1.A1.S041
231211.100312.GM25256_Mesoderm_12h.057.Group1.A1.S057,,231003.181502.JAX_untreated.051.Group1.A1.S051
231211.100449.GM25256_Mesoderm_12h.058.Group1.A1.S058,,231003.183225.JAX_untreated.061.Group1.A1.S061
231211.100628.GM25256_Mesoderm_12h.059.Group1.A1.S059,,231004.142929.H9_untreated.009.Group1.A1.S009
231211.100718.GM25256_Mesoderm_12h.060.Group1.A1.S060,,231004.144926.H9_untreated.019.Group1.A1.S019
231211.100848.GM25256_Mesoderm_12h.061.Group1.A1.S061,,231004.150935.H9_untreated.029.Group1.A1.S029
231211.101052.GM25256_Mesoderm_12h.062.Group1.A1.S062,,231004.152656.H9_untreated.039.Group1.A1.S039
231211.171356.GM25256_Mesoderm_24h.002.Group1.A1.S002,,231004.154838.H9_untreated.049.Group1.A1.S049
231211.171506.GM25256_Mesoderm_24h.003.Group1.A1.S003,,231004.160612.H9_untreated.059.Group1.A1.S059
231211.171652.GM25256_Mesoderm_24h.004.Group1.A1.S004,,231015.174711.GM25256_untreated.009.Group1.A1.S009
231211.171813.GM25256_Mesoderm_24h.005.Group1.A1.S005,,231015.180547.GM25256_untreated.019.Group1.A1.S019
231211.172110.GM25256_Mesoderm_24h.007.Group1.A1.S007,,231015.182116.GM25256_untreated.029.Group1.A1.S029
231211.172400.GM25256_Mesoderm_24h.008.Group1.A1.S008,,231015.184526.GM25256_untreated.040.Group1.A1.S040
231211.172701.GM25256_Mesoderm_24h.009.Group1.A1.S009,,231015.190111.GM25256_untreated.050.Group1.A1.S050
231211.173252.GM25256_Mesoderm_24h.013.Group1.A1.S013,,231015.192110.GM25256_untreated.060.Group1.A1.S060
231211.173353.GM25256_Mesoderm_24h.014.Group1.A1.S014,,230425.170540.H9_12hour_treat.001.Group1.A1.S001
231211.173534.GM25256_Mesoderm_24h.015.Group1.A1.S015,,230425.170837.H9_12hour_treat.002.Group1.A1.S002
231211.173711.GM25256_Mesoderm_24h.016.Group1.A1.S016,,230425.171310.H9_12hour_treat.004.Group1.A1.S004
231211.173857.GM25256_Mesoderm_24h.017.Group1.A1.S017,,230425.172020.H9_12hour_treat.006.Group1.A1.S006
231211.183546.GM25256_Mesoderm_24h.018.Group1.A1.S018,,230425.172325.H9_12hour_treat.008.Group1.A1.S008
231211.183924.GM25256_Mesoderm_24h.019.Group1.A1.S019,,230425.172452.H9_12hour_treat.009.Group1.A1.S009
231211.184103.GM25256_Mesoderm_24h.020.Group1.A1.S020,,230425.172549.H9_12hour_treat.010.Group1.A1.S010
231211.184838.GM25256_Mesoderm_24h.023.Group1.A1.S023,,230425.174054.H9_12hour_treat.015.Group1.A1.S015
231211.185226.GM25256_Mesoderm_24h.024.Group1.A1.S024,,230425.174146.H9_12hour_treat.016.Group1.A1.S016
231211.185456.GM25256_Mesoderm_24h.025.Group1.A1.S025,,230425.174256.H9_12hour_treat.017.Group1.A1.S017
231211.185712.GM25256_Mesoderm_24h.026.Group1.A1.S026,,230425.174444.H9_12hour_treat.018.Group1.A1.S018
231211.185909.GM25256_Mesoderm_24h.027.Group1.A1.S027,,230425.174621.H9_12hour_treat.019.Group1.A1.S019
231211.190042.GM25256_Mesoderm_24h.028.Group1.A1.S028,,230425.175019.H9_12hour_treat.021.Group1.A1.S021
231211.190242.GM25256_Mesoderm_24h.029.Group1.A1.S029,,230425.175726.H9_12hour_treat.022.Group1.A1.S022
231211.190607.GM25256_Mesoderm_24h.030.Group1.A1.S030,,230425.175956.H9_12hour_treat.023.Group1.A1.S023
231211.191138.GM25256_Mesoderm_24h.033.Group1.A1.S033,,230425.180351.H9_12hour_treat.026.Group1.A1.S026
231211.192235.GM25256_Mesoderm_24h.034.Group1.A1.S034,,230425.180511.H9_12hour_treat.027.Group1.A1.S027
231211.192357.GM25256_Mesoderm_24h.035.Group1.A1.S035,,230425.180728.H9_12hour_treat.028.Group1.A1.S028
231211.192457.GM25256_Mesoderm_24h.036.Group1.A1.S036,,230425.180905.H9_12hour_treat.029.Group1.A1.S029
231211.192549.GM25256_Mesoderm_24h.037.Group1.A1.S037,,230425.181009.H9_12hour_treat.030.Group1.A1.S030
231211.192750.GM25256_Mesoderm_24h.038.Group1.A1.S038,,230425.181136.H9_12hour_treat.031.Group1.A1.S031
231211.192925.GM25256_Mesoderm_24h.039.Group1.A1.S039,,230425.181455.H9_12hour_treat.033.Group1.A1.S033
231211.193052.GM25256_Mesoderm_24h.040.Group1.A1.S040,,230425.181631.H9_12hour_treat.034.Group1.A1.S034
231211.193518.GM25256_Mesoderm_24h.043.Group1.A1.S043,,230425.182051.H9_12hour_treat.037.Group1.A1.S037
231211.193629.GM25256_Mesoderm_24h.044.Group1.A1.S044,,230425.182158.H9_12hour_treat.038.Group1.A1.S038
231211.193726.GM25256_Mesoderm_24h.045.Group1.A1.S045,,230425.182329.H9_12hour_treat.039.Group1.A1.S039
231211.193836.GM25256_Mesoderm_24h.046.Group1.A1.S046,,230425.182435.H9_12hour_treat.040.Group1.A1.S040
231211.194041.GM25256_Mesoderm_24h.047.Group1.A1.S047,,230425.182535.H9_12hour_treat.041.Group1.A1.S041
231211.194218.GM25256_Mesoderm_24h.048.Group1.A1.S048,,230425.182738.H9_12hour_treat.042.Group1.A1.S042
231211.194319.GM25256_Mesoderm_24h.049.Group1.A1.S049,,230425.184004.H9_12hour_treat.044.Group1.A1.S044
231211.194423.GM25256_Mesoderm_24h.050.Group1.A1.S050,,230425.184118.H9_12hour_treat.045.Group1.A1.S045
231211.194741.GM25256_Mesoderm_24h.053.Group1.A1.S053,,230425.184620.H9_12hour_treat.048.Group1.A1.S048
231211.194919.GM25256_Mesoderm_24h.054.Group1.A1.S054,,230425.184718.H9_12hour_treat.049.Group1.A1.S049
231211.195152.GM25256_Mesoderm_24h.055.Group1.A1.S055,,230425.185253.H9_12hour_treat.050.Group1.A1.S050
231211.195411.GM25256_Mesoderm_24h.056.Group1.A1.S056,,230425.185449.H9_12hour_treat.051.Group1.A1.S051
231211.195521.GM25256_Mesoderm_24h.057.Group1.A1.S057,,230425.185629.H9_12hour_treat.052.Group1.A1.S052
231211.195759.GM25256_Mesoderm_24h.058.Group1.A1.S058,,230425.185810.H9_12hour_treat.053.Group1.A1.S053
231211.195851.GM25256_Mesoderm_24h.059.Group1.A1.S059,,230425.190003.H9_12hour_treat.054.Group1.A1.S054
231211.200023.GM25256_Mesoderm_24h.060.Group1.A1.S060,,230425.190431.H9_12hour_treat.055.Group1.A1.S055
231211.200622.GM25256_Mesoderm_24h.063.Group1.A1.S063,,230425.191147.H9_12hour_treat.058.Group1.A1.S058
240124.133507.GM25256_Endoderm_6h.001.Group1.A1.S001,,230425.191251.H9_12hour_treat.059.Group1.A1.S059
240124.133636.GM25256_Endoderm_6h.002.Group1.A1.S002,,230425.191441.H9_12hour_treat.060.Group1.A1.S060
240124.133810.GM25256_Endoderm_6h.003.Group1.A1.S003,,230425.191539.H9_12hour_treat.061.Group1.A1.S061
240124.133933.GM25256_Endoderm_6h.004.Group1.A1.S004,,230425.191748.H9_12hour_treat.062.Group1.A1.S062
240124.134304.GM25256_Endoderm_6h.005.Group1.A1.S005,,230425.191927.H9_12hour_treat.063.Group1.A1.S063
240124.134644.GM25256_Endoderm_6h.006.Group1.A1.S006,,230426.163526.GM25256_12hour_treat.001.Group1.A1.S001
240124.134817.GM25256_Endoderm_6h.007.Group1.A1.S007,,230426.163711.GM25256_12hour_treat.002.Group1.A1.S002
240124.135829.GM25256_Endoderm_6h.010.Group1.A1.S010,,230426.163810.GM25256_12hour_treat.003.Group1.A1.S003
240124.140116.GM25256_Endoderm_6h.011.Group1.A1.S011,,230426.163916.GM25256_12hour_treat.004.Group1.A1.S004
240124.140405.GM25256_Endoderm_6h.012.Group1.A1.S012,,230426.164232.GM25256_12hour_treat.005.Group1.A1.S005
240124.140706.GM25256_Endoderm_6h.013.Group1.A1.S013,,230426.164321.GM25256_12hour_treat.006.Group1.A1.S006
240124.140847.GM25256_Endoderm_6h.014.Group1.A1.S014,,230426.164411.GM25256_12hour_treat.007.Group1.A1.S007
240124.141108.GM25256_Endoderm_6h.015.Group1.A1.S015,,230426.165024.GM25256_12hour_treat.011.Group1.A1.S011
240124.141442.GM25256_Endoderm_6h.016.Group1.A1.S016,,230426.165327.GM25256_12hour_treat.012.Group1.A1.S012
240124.141635.GM25256_Endoderm_6h.017.Group1.A1.S017,,230426.165427.GM25256_12hour_treat.013.Group1.A1.S013
240124.142216.GM25256_Endoderm_6h.020.Group1.A1.S020,,230426.165541.GM25256_12hour_treat.014.Group1.A1.S014
240124.142407.GM25256_Endoderm_6h.021.Group1.A1.S021,,230426.165921.GM25256_12hour_treat.016.Group1.A1.S016
240124.142544.GM25256_Endoderm_6h.022.Group1.A1.S022,,230426.170038.GM25256_12hour_treat.017.Group1.A1.S017
240124.142851.GM25256_Endoderm_6h.023.Group1.A1.S023,,230426.170227.GM25256_12hour_treat.019.Group1.A1.S019
240124.143054.GM25256_Endoderm_6h.024.Group1.A1.S024,,230426.170436.GM25256_12hour_treat.020.Group1.A1.S020
240124.143201.GM25256_Endoderm_6h.025.Group1.A1.S025,,230426.172309.GM25256_12hour_treat.023.Group1.A1.S023
240124.143459.GM25256_Endoderm_6h.026.Group1.A1.S026,,230426.172504.GM25256_12hour_treat.024.Group1.A1.S024
240124.143713.GM25256_Endoderm_6h.027.Group1.A1.S027,,230426.172633.GM25256_12hour_treat.025.Group1.A1.S025
240124.144255.GM25256_Endoderm_6h.030.Group1.A1.S030,,230426.172822.GM25256_12hour_treat.026.Group1.A1.S026
240124.144432.GM25256_Endoderm_6h.031.Group1.A1.S031,,230426.173120.GM25256_12hour_treat.028.Group1.A1.S028
240124.144736.GM25256_Endoderm_6h.032.Group1.A1.S032,,230426.173243.GM25256_12hour_treat.029.Group1.A1.S029
240124.150525.GM25256_Endoderm_6h.033.Group1.A1.S033,,230426.173333.GM25256_12hour_treat.030.Group1.A1.S030
240124.150721.GM25256_Endoderm_6h.034.Group1.A1.S034,,230426.173525.GM25256_12hour_treat.031.Group1.A1.S031
240124.150956.GM25256_Endoderm_6h.035.Group1.A1.S035,,230426.173910.GM25256_12hour_treat.035.Group1.A1.S035
240124.151120.GM25256_Endoderm_6h.036.Group1.A1.S036,,230426.174033.GM25256_12hour_treat.036.Group1.A1.S036
240124.151311.GM25256_Endoderm_6h.037.Group1.A1.S037,,230426.174225.GM25256_12hour_treat.037.Group1.A1.S037
240124.151714.GM25256_Endoderm_6h.040.Group1.A1.S040,,230426.174314.GM25256_12hour_treat.038.Group1.A1.S038
240124.152017.GM25256_Endoderm_6h.041.Group1.A1.S041,,230426.174408.GM25256_12hour_treat.039.Group1.A1.S039
240124.152135.GM25256_Endoderm_6h.042.Group1.A1.S042,,230426.174605.GM25256_12hour_treat.040.Group1.A1.S040
240124.152331.GM25256_Endoderm_6h.043.Group1.A1.S043,,230426.174647.GM25256_12hour_treat.041.Group1.A1.S041
240124.152607.GM25256_Endoderm_6h.044.Group1.A1.S044,,230426.174825.GM25256_12hour_treat.042.Group1.A1.S042
240124.152930.GM25256_Endoderm_6h.045.Group1.A1.S045,,230426.175805.GM25256_12hour_treat.045.Group1.A1.S045
240124.153159.GM25256_Endoderm_6h.046.Group1.A1.S046,,230426.175904.GM25256_12hour_treat.046.Group1.A1.S046
240124.153421.GM25256_Endoderm_6h.047.Group1.A1.S047,,230426.180008.GM25256_12hour_treat.047.Group1.A1.S047
240124.154228.GM25256_Endoderm_6h.050.Group1.A1.S050,,230426.180127.GM25256_12hour_treat.048.Group1.A1.S048
240124.154618.GM25256_Endoderm_6h.051.Group1.A1.S051,,230426.180251.GM25256_12hour_treat.049.Group1.A1.S049
240124.154923.GM25256_Endoderm_6h.052.Group1.A1.S052,,230426.180416.GM25256_12hour_treat.050.Group1.A1.S050
240124.155151.GM25256_Endoderm_6h.053.Group1.A1.S053,,230426.180519.GM25256_12hour_treat.051.Group1.A1.S051
240124.155427.GM25256_Endoderm_6h.054.Group1.A1.S054,,230426.180725.GM25256_12hour_treat.052.Group1.A1.S052
240124.155550.GM25256_Endoderm_6h.055.Group1.A1.S055,,230426.181108.GM25256_12hour_treat.055.Group1.A1.S055
240124.155724.GM25256_Endoderm_6h.056.Group1.A1.S056,,230426.181202.GM25256_12hour_treat.056.Group1.A1.S056
240124.155955.GM25256_Endoderm_6h.057.Group1.A1.S057,,230426.181311.GM25256_12hour_treat.057.Group1.A1.S057
240124.160729.GM25256_Endoderm_6h.060.Group1.A1.S060,,230426.181400.GM25256_12hour_treat.058.Group1.A1.S058
240124.160923.GM25256_Endoderm_6h.061.Group1.A1.S061,,230426.181512.GM25256_12hour_treat.059.Group1.A1.S059
240124.161102.GM25256_Endoderm_6h.062.Group1.A1.S062,,230426.181733.GM25256_12hour_treat.060.Group1.A1.S060
240124.161330.GM25256_Endoderm_6h.063.Group1.A1.S063,,230426.182011.GM25256_12hour_treat.062.Group1.A1.S062
231211.063322.GM25256_Endoderm_12h.001.Group1.A1.S001,,230426.182150.GM25256_12hour_treat.063.Group1.A1.S063
231211.063430.GM25256_Endoderm_12h.002.Group1.A1.S002,,230427.164946.Jax_12hour_treated.001.Group1.A1.S001
231211.063638.GM25256_Endoderm_12h.003.Group1.A1.S003,,230427.165802.Jax_12hour_treated.003.Group1.A1.S003
231211.063804.GM25256_Endoderm_12h.004.Group1.A1.S004,,230427.170323.Jax_12hour_treated.005.Group1.A1.S005
231211.064258.GM25256_Endoderm_12h.006.Group1.A1.S006,,230427.170517.Jax_12hour_treated.006.Group1.A1.S006
231211.064701.GM25256_Endoderm_12h.007.Group1.A1.S007,,230427.170825.Jax_12hour_treated.007.Group1.A1.S007
231211.064918.GM25256_Endoderm_12h.008.Group1.A1.S008,,230427.170952.Jax_12hour_treated.008.Group1.A1.S008
231211.065629.GM25256_Endoderm_12h.013.Group1.A1.S013,,230427.171142.Jax_12hour_treated.009.Group1.A1.S009
231211.065728.GM25256_Endoderm_12h.014.Group1.A1.S014,,230427.172241.Jax_12hour_treated.015.Group1.A1.S015
231211.065931.GM25256_Endoderm_12h.015.Group1.A1.S015,,230427.172435.Jax_12hour_treated.016.Group1.A1.S016
231211.070355.GM25256_Endoderm_12h.017.Group1.A1.S017,,230427.172812.Jax_12hour_treated.017.Group1.A1.S017
231211.070558.GM25256_Endoderm_12h.018.Group1.A1.S018,,230427.172908.Jax_12hour_treated.018.Group1.A1.S018
231211.070804.GM25256_Endoderm_12h.019.Group1.A1.S019,,230427.173315.Jax_12hour_treated.020.Group1.A1.S020
231211.070919.GM25256_Endoderm_12h.020.Group1.A1.S020,,230427.173750.Jax_12hour_treated.021.Group1.A1.S021
231211.071049.GM25256_Endoderm_12h.021.Group1.A1.S021,,230427.174351.Jax_12hour_treated.022.Group1.A1.S022
231211.071610.GM25256_Endoderm_12h.025.Group1.A1.S025,,230427.174638.Jax_12hour_treated.023.Group1.A1.S023
231211.071736.GM25256_Endoderm_12h.026.Group1.A1.S026,,230427.175108.Jax_12hour_treated.027.Group1.A1.S027
231211.072012.GM25256_Endoderm_12h.028.Group1.A1.S028,,230427.175827.Jax_12hour_treated.031.Group1.A1.S031
231211.072223.GM25256_Endoderm_12h.029.Group1.A1.S029,,230427.180322.Jax_12hour_treated.033.Group1.A1.S033
231211.072401.GM25256_Endoderm_12h.030.Group1.A1.S030,,230427.180424.Jax_12hour_treated.034.Group1.A1.S034
231211.072507.GM25256_Endoderm_12h.031.Group1.A1.S031,,230427.180607.Jax_12hour_treated.035.Group1.A1.S035
231211.072727.GM25256_Endoderm_12h.032.Group1.A1.S032,,230427.181101.Jax_12hour_treated.037.Group1.A1.S037
231211.072926.GM25256_Endoderm_12h.033.Group1.A1.S033,,230427.181345.Jax_12hour_treated.039.Group1.A1.S039
231211.073328.GM25256_Endoderm_12h.036.Group1.A1.S036,,230427.181559.Jax_12hour_treated.040.Group1.A1.S040
231211.073530.GM25256_Endoderm_12h.037.Group1.A1.S037,,230427.182948.Jax_12hour_treated.047.Group1.A1.S047
231211.073734.GM25256_Endoderm_12h.038.Group1.A1.S038,,230427.183114.Jax_12hour_treated.048.Group1.A1.S048
231211.074104.GM25256_Endoderm_12h.040.Group1.A1.S040,,230427.183237.Jax_12hour_treated.049.Group1.A1.S049
231211.074715.GM25256_Endoderm_12h.041.Group1.A1.S041,,230427.183417.Jax_12hour_treated.050.Group1.A1.S050
231211.074902.GM25256_Endoderm_12h.042.Group1.A1.S042,,230427.183648.Jax_12hour_treated.052.Group1.A1.S052
231211.075024.GM25256_Endoderm_12h.043.Group1.A1.S043,,230427.183815.Jax_12hour_treated.053.Group1.A1.S053
231211.075333.GM25256_Endoderm_12h.044.Group1.A1.S044,,230427.183938.Jax_12hour_treated.054.Group1.A1.S054
231211.080000.GM25256_Endoderm_12h.048.Group1.A1.S048,,230427.184106.Jax_12hour_treated.055.Group1.A1.S055
231211.080155.GM25256_Endoderm_12h.049.Group1.A1.S049,,230427.184537.Jax_12hour_treated.059.Group1.A1.S059
231211.080445.GM25256_Endoderm_12h.050.Group1.A1.S050,,230427.184803.Jax_12hour_treated.060.Group1.A1.S060
231211.080553.GM25256_Endoderm_12h.051.Group1.A1.S051,,230427.184844.Jax_12hour_treated.061.Group1.A1.S061
231211.080759.GM25256_Endoderm_12h.052.Group1.A1.S052,,230427.185009.Jax_12hour_treated.062.Group1.A1.S062
231211.081117.GM25256_Endoderm_12h.054.Group1.A1.S054,,230427.185309.Jax_12hour_treated.063.Group1.A1.S063
231211.081348.GM25256_Endoderm_12h.055.Group1.A1.S055,,230921.181954.GM25256_12hours.002.Group1.A1.S002
231211.081522.GM25256_Endoderm_12h.056.Group1.A1.S056,,230921.182213.GM25256_12hours.003.Group1.A1.S003
231211.082310.GM25256_Endoderm_12h.059.Group1.A1.S059,,230921.182310.GM25256_12hours.004.Group1.A1.S004
231211.082456.GM25256_Endoderm_12h.060.Group1.A1.S060,,230921.182420.GM25256_12hours.005.Group1.A1.S005
231211.082648.GM25256_Endoderm_12h.061.Group1.A1.S061,,230921.182525.GM25256_12hours.006.Group1.A1.S006
231211.083029.GM25256_Endoderm_12h.063.Group1.A1.S063,,230921.182639.GM25256_12hours.007.Group1.A1.S007
231211.143831.GM25256_Endoderm_24h.001.Group1.A1.S001,,230921.182753.GM25256_12hours.008.Group1.A1.S008
231211.144045.GM25256_Endoderm_24h.002.Group1.A1.S002,,230921.183545.GM25256_12hours.011.Group1.A1.S011
231211.144411.GM25256_Endoderm_24h.003.Group1.A1.S003,,230921.183739.GM25256_12hours.012.Group1.A1.S012
231211.144510.GM25256_Endoderm_24h.004.Group1.A1.S004,,230921.183940.GM25256_12hours.013.Group1.A1.S013
231211.145027.GM25256_Endoderm_24h.006.Group1.A1.S006,,230921.184107.GM25256_12hours.014.Group1.A1.S014
231211.145324.GM25256_Endoderm_24h.008.Group1.A1.S008,,230921.184246.GM25256_12hours.015.Group1.A1.S015
231211.145459.GM25256_Endoderm_24h.009.Group1.A1.S009,,230921.184534.GM25256_12hours.016.Group1.A1.S016
231211.150017.GM25256_Endoderm_24h.013.Group1.A1.S013,,230921.184735.GM25256_12hours.017.Group1.A1.S017
